# color images
# file: 'rgbd_dataset_freiburg2_desk.bag'
# timestamp filename
1311868164.363181 rgb/1311868164.363181.png
1311868164.399026 rgb/1311868164.399026.png
1311868164.430940 rgb/1311868164.430940.png
1311868164.463055 rgb/1311868164.463055.png
1311868164.499130 rgb/1311868164.499130.png
1311868164.531025 rgb/1311868164.531025.png
1311868164.563004 rgb/1311868164.563004.png
1311868164.599061 rgb/1311868164.599061.png
1311868164.631140 rgb/1311868164.631140.png
1311868164.663105 rgb/1311868164.663105.png
1311868164.698987 rgb/1311868164.698987.png
1311868164.731046 rgb/1311868164.731046.png
1311868164.763098 rgb/1311868164.763098.png
1311868164.799138 rgb/1311868164.799138.png
1311868164.831006 rgb/1311868164.831006.png
1311868164.863058 rgb/1311868164.863058.png
1311868164.899132 rgb/1311868164.899132.png
1311868164.930933 rgb/1311868164.930933.png
1311868164.963119 rgb/1311868164.963119.png
1311868164.999037 rgb/1311868164.999037.png
1311868165.031122 rgb/1311868165.031122.png
1311868165.063108 rgb/1311868165.063108.png
1311868165.099162 rgb/1311868165.099162.png
1311868165.131014 rgb/1311868165.131014.png
1311868165.163146 rgb/1311868165.163146.png
1311868165.199145 rgb/1311868165.199145.png
1311868165.231193 rgb/1311868165.231193.png
1311868165.263005 rgb/1311868165.263005.png
1311868165.299103 rgb/1311868165.299103.png
1311868165.331226 rgb/1311868165.331226.png
1311868165.363060 rgb/1311868165.363060.png
1311868165.399160 rgb/1311868165.399160.png
1311868165.430962 rgb/1311868165.430962.png
1311868165.463114 rgb/1311868165.463114.png
1311868165.499179 rgb/1311868165.499179.png
1311868165.531124 rgb/1311868165.531124.png
1311868165.563054 rgb/1311868165.563054.png
1311868165.599188 rgb/1311868165.599188.png
1311868165.631159 rgb/1311868165.631159.png
1311868165.663251 rgb/1311868165.663251.png
1311868165.699187 rgb/1311868165.699187.png
1311868165.731234 rgb/1311868165.731234.png
1311868165.763100 rgb/1311868165.763100.png
1311868165.799107 rgb/1311868165.799107.png
1311868165.831186 rgb/1311868165.831186.png
1311868165.863220 rgb/1311868165.863220.png
1311868165.899162 rgb/1311868165.899162.png
1311868165.931154 rgb/1311868165.931154.png
1311868165.963154 rgb/1311868165.963154.png
1311868165.999133 rgb/1311868165.999133.png
1311868166.031204 rgb/1311868166.031204.png
1311868166.063111 rgb/1311868166.063111.png
1311868166.099206 rgb/1311868166.099206.png
1311868166.131254 rgb/1311868166.131254.png
1311868166.163189 rgb/1311868166.163189.png
1311868166.199211 rgb/1311868166.199211.png
1311868166.231050 rgb/1311868166.231050.png
1311868166.263177 rgb/1311868166.263177.png
1311868166.299209 rgb/1311868166.299209.png
1311868166.331189 rgb/1311868166.331189.png
1311868166.363122 rgb/1311868166.363122.png
1311868166.399232 rgb/1311868166.399232.png
1311868166.431171 rgb/1311868166.431171.png
1311868166.463018 rgb/1311868166.463018.png
1311868166.499195 rgb/1311868166.499195.png
1311868166.531252 rgb/1311868166.531252.png
1311868166.563132 rgb/1311868166.563132.png
1311868166.599207 rgb/1311868166.599207.png
1311868166.631287 rgb/1311868166.631287.png
1311868166.663284 rgb/1311868166.663284.png
1311868166.699270 rgb/1311868166.699270.png
1311868166.731105 rgb/1311868166.731105.png
1311868166.763333 rgb/1311868166.763333.png
1311868166.799225 rgb/1311868166.799225.png
1311868166.831229 rgb/1311868166.831229.png
1311868166.863222 rgb/1311868166.863222.png
1311868166.899308 rgb/1311868166.899308.png
1311868166.931160 rgb/1311868166.931160.png
1311868166.963312 rgb/1311868166.963312.png
1311868166.999289 rgb/1311868166.999289.png
1311868167.031127 rgb/1311868167.031127.png
1311868167.063209 rgb/1311868167.063209.png
1311868167.099303 rgb/1311868167.099303.png
1311868167.131299 rgb/1311868167.131299.png
1311868167.163230 rgb/1311868167.163230.png
1311868167.199258 rgb/1311868167.199258.png
1311868167.231267 rgb/1311868167.231267.png
1311868167.263251 rgb/1311868167.263251.png
1311868167.299141 rgb/1311868167.299141.png
1311868167.331145 rgb/1311868167.331145.png
1311868167.363275 rgb/1311868167.363275.png
1311868167.399226 rgb/1311868167.399226.png
1311868167.431237 rgb/1311868167.431237.png
1311868167.463303 rgb/1311868167.463303.png
1311868167.499121 rgb/1311868167.499121.png
1311868167.531321 rgb/1311868167.531321.png
1311868167.563160 rgb/1311868167.563160.png
1311868167.599230 rgb/1311868167.599230.png
1311868167.631495 rgb/1311868167.631495.png
1311868167.663360 rgb/1311868167.663360.png
1311868167.699226 rgb/1311868167.699226.png
1311868167.731241 rgb/1311868167.731241.png
1311868167.763281 rgb/1311868167.763281.png
1311868167.799224 rgb/1311868167.799224.png
1311868167.831218 rgb/1311868167.831218.png
1311868167.863098 rgb/1311868167.863098.png
1311868167.899376 rgb/1311868167.899376.png
1311868167.931184 rgb/1311868167.931184.png
1311868167.963366 rgb/1311868167.963366.png
1311868167.999325 rgb/1311868167.999325.png
1311868168.031266 rgb/1311868168.031266.png
1311868168.063183 rgb/1311868168.063183.png
1311868168.099296 rgb/1311868168.099296.png
1311868168.131162 rgb/1311868168.131162.png
1311868168.163282 rgb/1311868168.163282.png
1311868168.199247 rgb/1311868168.199247.png
1311868168.231293 rgb/1311868168.231293.png
1311868168.263256 rgb/1311868168.263256.png
1311868168.299606 rgb/1311868168.299606.png
1311868168.331222 rgb/1311868168.331222.png
1311868168.363180 rgb/1311868168.363180.png
1311868168.399360 rgb/1311868168.399360.png
1311868168.431214 rgb/1311868168.431214.png
1311868168.463333 rgb/1311868168.463333.png
1311868168.499268 rgb/1311868168.499268.png
1311868168.531406 rgb/1311868168.531406.png
1311868168.563319 rgb/1311868168.563319.png
1311868168.599366 rgb/1311868168.599366.png
1311868168.631188 rgb/1311868168.631188.png
1311868168.663320 rgb/1311868168.663320.png
1311868168.699557 rgb/1311868168.699557.png
1311868168.731207 rgb/1311868168.731207.png
1311868168.763305 rgb/1311868168.763305.png
1311868168.799362 rgb/1311868168.799362.png
1311868168.831176 rgb/1311868168.831176.png
1311868168.863325 rgb/1311868168.863325.png
1311868168.899300 rgb/1311868168.899300.png
1311868168.931215 rgb/1311868168.931215.png
1311868168.963348 rgb/1311868168.963348.png
1311868168.999373 rgb/1311868168.999373.png
1311868169.031214 rgb/1311868169.031214.png
1311868169.063354 rgb/1311868169.063354.png
1311868169.099339 rgb/1311868169.099339.png
1311868169.131247 rgb/1311868169.131247.png
1311868169.163498 rgb/1311868169.163498.png
1311868169.199452 rgb/1311868169.199452.png
1311868169.231354 rgb/1311868169.231354.png
1311868169.263274 rgb/1311868169.263274.png
1311868169.299529 rgb/1311868169.299529.png
1311868169.331297 rgb/1311868169.331297.png
1311868169.363470 rgb/1311868169.363470.png
1311868169.399437 rgb/1311868169.399437.png
1311868169.431440 rgb/1311868169.431440.png
1311868169.463229 rgb/1311868169.463229.png
1311868169.499263 rgb/1311868169.499263.png
1311868169.531434 rgb/1311868169.531434.png
1311868169.563501 rgb/1311868169.563501.png
1311868169.599378 rgb/1311868169.599378.png
1311868169.631327 rgb/1311868169.631327.png
1311868169.663240 rgb/1311868169.663240.png
1311868169.699466 rgb/1311868169.699466.png
1311868169.731279 rgb/1311868169.731279.png
1311868169.763417 rgb/1311868169.763417.png
1311868169.799368 rgb/1311868169.799368.png
1311868169.831415 rgb/1311868169.831415.png
1311868169.863396 rgb/1311868169.863396.png
1311868169.899390 rgb/1311868169.899390.png
1311868169.931272 rgb/1311868169.931272.png
1311868169.963415 rgb/1311868169.963415.png
1311868169.999399 rgb/1311868169.999399.png
1311868170.031274 rgb/1311868170.031274.png
1311868170.063469 rgb/1311868170.063469.png
1311868170.099394 rgb/1311868170.099394.png
1311868170.131345 rgb/1311868170.131345.png
1311868170.163416 rgb/1311868170.163416.png
1311868170.199317 rgb/1311868170.199317.png
1311868170.231467 rgb/1311868170.231467.png
1311868170.263521 rgb/1311868170.263521.png
1311868170.299432 rgb/1311868170.299432.png
1311868170.331325 rgb/1311868170.331325.png
1311868170.363400 rgb/1311868170.363400.png
1311868170.399421 rgb/1311868170.399421.png
1311868170.431288 rgb/1311868170.431288.png
1311868170.463383 rgb/1311868170.463383.png
1311868170.499476 rgb/1311868170.499476.png
1311868170.531505 rgb/1311868170.531505.png
1311868170.563345 rgb/1311868170.563345.png
1311868170.599324 rgb/1311868170.599324.png
1311868170.631485 rgb/1311868170.631485.png
1311868170.663430 rgb/1311868170.663430.png
1311868170.699432 rgb/1311868170.699432.png
1311868170.731397 rgb/1311868170.731397.png
1311868170.763453 rgb/1311868170.763453.png
1311868170.799446 rgb/1311868170.799446.png
1311868170.831309 rgb/1311868170.831309.png
1311868170.863446 rgb/1311868170.863446.png
1311868170.899435 rgb/1311868170.899435.png
1311868170.931374 rgb/1311868170.931374.png
1311868170.963440 rgb/1311868170.963440.png
1311868170.999483 rgb/1311868170.999483.png
1311868171.031493 rgb/1311868171.031493.png
1311868171.063438 rgb/1311868171.063438.png
1311868171.099448 rgb/1311868171.099448.png
1311868171.131477 rgb/1311868171.131477.png
1311868171.163447 rgb/1311868171.163447.png
1311868171.199444 rgb/1311868171.199444.png
1311868171.231391 rgb/1311868171.231391.png
1311868171.263404 rgb/1311868171.263404.png
1311868171.299368 rgb/1311868171.299368.png
1311868171.331406 rgb/1311868171.331406.png
1311868171.363479 rgb/1311868171.363479.png
1311868171.399409 rgb/1311868171.399409.png
1311868171.431618 rgb/1311868171.431618.png
1311868171.463459 rgb/1311868171.463459.png
1311868171.499514 rgb/1311868171.499514.png
1311868171.531471 rgb/1311868171.531471.png
1311868171.563381 rgb/1311868171.563381.png
1311868171.599490 rgb/1311868171.599490.png
1311868171.631528 rgb/1311868171.631528.png
1311868171.663411 rgb/1311868171.663411.png
1311868171.699419 rgb/1311868171.699419.png
1311868171.731499 rgb/1311868171.731499.png
1311868171.763455 rgb/1311868171.763455.png
1311868171.799464 rgb/1311868171.799464.png
1311868171.831419 rgb/1311868171.831419.png
1311868171.863363 rgb/1311868171.863363.png
1311868171.899575 rgb/1311868171.899575.png
1311868171.931516 rgb/1311868171.931516.png
1311868171.963415 rgb/1311868171.963415.png
1311868171.999580 rgb/1311868171.999580.png
1311868172.031533 rgb/1311868172.031533.png
1311868172.063426 rgb/1311868172.063426.png
1311868172.099529 rgb/1311868172.099529.png
1311868172.131546 rgb/1311868172.131546.png
1311868172.163558 rgb/1311868172.163558.png
1311868172.199781 rgb/1311868172.199781.png
1311868172.231590 rgb/1311868172.231590.png
1311868172.263475 rgb/1311868172.263475.png
1311868172.299544 rgb/1311868172.299544.png
1311868172.331546 rgb/1311868172.331546.png
1311868172.363479 rgb/1311868172.363479.png
1311868172.399483 rgb/1311868172.399483.png
1311868172.431393 rgb/1311868172.431393.png
1311868172.463477 rgb/1311868172.463477.png
